"surname","count","pctwhite","pctblack","pctapi","pcthispanic","pctothers"
"TEH",376,4.25957404259574,5.58944105589441,86.6913308669133,0,3.45965403459654
"TOCZEK",376,93.88,0,1.06333333333333,1.06333333333333,3.99333333333333
"TRAUDT",376,97.87,0,0.532499999999999,0.532499999999999,1.065
"TRITSCH",376,99.73,0.134999999999998,0,0.134999999999998,0
"VAILS",376,54.79,30.32,2.39,4.52,7.98
"VARALLO",376,96.28,0,0.664999999999999,0.664999999999999,2.39
"VISALLI",376,97.61,0.265000000000001,0,1.86,0.265000000000001
"VONALLMEN",376,93.35,0,0,5.32,1.33
"VONARX",376,95.48,0,1.6,0.394999999999996,2.525
"WALDE",376,91.76,0.524999999999999,2.13,3.46,2.125
"WIELER",376,93.35,0,0.530000000000001,3.99,2.13
"WIETECHA",376,92.02,0.135000000000005,2.39,1.33,4.12500000000001
"WILSHUSEN",376,95.21,0.533333333333336,0.533333333333336,1.86,1.86333333333334
"YEM",376,1.6,1.33,88.83,0.395000000000003,7.845
"AGERS",375,70.13,26.4,0.533333333333336,0.533333333333336,2.40333333333334
"ALBANI",375,90.93,0.669999999999995,0.669999999999995,3.73,4
"ALEXY",375,96.53,0.713333333333333,0.713333333333333,0.713333333333333,1.33
"ALFONSI",375,96,0.270000000000003,0.270000000000003,1.33,2.13
"ARGETSINGER",375,94.67,0.533333333333331,0.533333333333331,0.533333333333331,3.73
"BAHRAMI",375,80,1.6,2.93,3.2,12.27
"BECKLUND",375,95.2,0.534999999999997,1.6,0.534999999999997,2.13
"BEGIC",375,86.13,0.356666666666669,0.356666666666669,0.356666666666669,12.8
"BEHEL",375,94.13,0.135000000000005,0.135000000000005,1.6,4
"BELD",375,88,4.27,2.13,4.27,1.33
"BELLEFLEUR",375,78.13,17.87,0.270000000000003,1.33,2.4
"BORELLA",375,93.87,0.664999999999999,0,3.47,1.995
"BREGER",375,97.6,0,0.135000000000005,0.135000000000005,2.13
"BRIETZKE",375,94.67,0.465,0.465,3.47,0.93
"CAMERINO",375,44.27,0,42.67,10.93,2.13
"CARACAPPA",375,97.6,0,0.400000000000006,1.6,0.400000000000006
"CLEMO",375,95.73,0.534999999999997,0.534999999999997,1.6,1.6
"CONNLEY",375,73.6,24.53,0,0.623333333333335,1.24666666666667
"COOPERSTEIN",375,93.87,1.33,0.134999999999998,2.4,2.265
"CROPSEY",375,98.67,0.443333333333333,0.443333333333333,0.443333333333333,0
"CULLIVAN",375,76.27,16.8,0.795000000000002,0.795000000000002,5.34
"DELLEDONNE",375,96.53,0,1.07,1.33,1.07
"DESCHAMP",375,86.13,1.87,1.33,5.07,5.6
"DRACE",375,96.53,0.713333333333333,1.33,0.713333333333333,0.713333333333333
"ELLENSON",375,99.2,0.399999999999999,0,0.399999999999999,0
"ELWARD",375,92.27,0.664999999999999,0.664999999999999,3.47,2.93
"ENGHOLM",375,97.33,0,0.890000000000001,0.890000000000001,0.890000000000001
"ENRIGUEZ",375,1.87,0.664999999999999,1.87,94.93,0.664999999999999
"FRANTOM",375,97.87,0,0.265000000000001,1.6,0.265000000000001
"GAVILAN",375,8,0.934999999999995,3.73,86.4,0.934999999999995
"GOCHNOUR",375,97.6,0,0.800000000000002,0.800000000000002,0.800000000000002
"GRANOFF",375,96.8,0,0.800000000000004,0.800000000000004,1.6
"GYLES",375,70.13,25.07,0.135000000000005,1.6,3.06500000000001
"HOOLIHAN",375,94.67,0.399999999999999,0.399999999999999,1.6,2.93
"JARNOT",375,99.2,0,0,0.399999999999999,0.399999999999999
"JUNO",375,92,0.443333333333333,2.4,4.27,0.886666666666665
"KALLAY",375,88.27,8.27,0.62,1.6,1.24
"KARPENKO",375,96.27,0.710000000000003,0.710000000000003,0.710000000000003,1.6
"KEESECKER",375,97.07,0.586000000000001,0.586000000000001,0.586000000000001,1.172
"KETRING",375,96.53,0,0.799999999999997,1.87,0.799999999999997
"KIDO",375,23.2,4.53,61.33,4.27,6.67
"KLOUDA",375,97.33,0,0,2.13,0.540000000000006
"KUMPULA",375,96.8,0.800000000000001,0,0.800000000000001,1.6
"LASLIE",375,93.33,4.27,0.800000000000002,0.800000000000002,0.800000000000002
"LECLERCQ",375,95.73,0.265000000000001,0.265000000000001,1.87,1.87
"LEIVAS",375,23.2,1.335,1.335,62.13,12
"LEONARDS",375,94.93,3.2,0.134999999999998,1.6,0.134999999999998
"LISMAN",375,92,2.67,0.664999999999999,2.4,2.265
"LOWIS",375,77.07,16.8,0.530000000000001,3.47,2.13
"LULLO",375,94.67,0.709999999999999,1.33,1.87,1.42
"MASSOTH",375,95.47,0,0.399999999999999,2.4,1.73
"MAUDE",375,92.53,2.67,0.799999999999997,1.33,2.67
"MCCLEAF",375,98.67,0.664999999999999,0,0.664999999999999,0
"MCLINN",375,84.8,9.87,1.87,0.530000000000001,2.93
"MEIJER",375,84.53,1.2,4,5.07,5.2
"MOGUEL",375,3.73,14.67,0.664999999999999,74.4,6.535
"NIGAM",375,3.2,0,89.07,0.265000000000001,7.465
"NIMAN",375,95.2,1.33,0.533333333333331,1.87,1.06666666666666
"NIRENBERG",375,94.4,0.134999999999998,0.134999999999998,3.73,1.6
"NUSE",375,94.93,1.33,0.803333333333332,1.33,1.60666666666666
"OMARI",375,37.6,33.07,1.465,3.47,24.395
"OUTWATER",375,77.6,0.356666666666669,0.356666666666669,0.356666666666669,21.33
"PARES",375,30.4,1.87,0.935000000000002,64.53,2.265
"PELCZAR",375,97.87,0.399999999999999,0,1.33,0.399999999999999
"PERILLI",375,97.6,0.135000000000005,0.135000000000005,2.13,0
"PROVIDENCE",375,11.2,79.2,0.134999999999998,5.33,4.135
"RABIE",375,78.93,0.934999999999995,1.6,5.33,13.205
"RAISON",375,66.67,29.6,0.533333333333331,0.533333333333331,2.66333333333333
"RAMEAU",375,30.4,59.47,0.130000000000003,3.2,6.8
"RESSA",375,95.73,0,0.669999999999995,0.669999999999995,2.93
"RUSCIO",375,97.6,0,0.600000000000001,0.600000000000001,1.2
"SANTELLANO",375,7.2,0.270000000000003,0,90.13,2.4
"SAVEL",375,96.8,0.623333333333335,0.623333333333335,1.33,0.623333333333335
"SCHINKEL",375,97.87,0,0,1.065,1.065
"SFERRA",375,96.53,0.134999999999998,0,3.2,0.134999999999998
"SHAHZAD",375,3.47,0.529999999999994,78.4,2.4,15.2
"SHIPWASH",375,97.87,0,0,0.709999999999999,1.42
"SJOQUIST",375,97.33,0,0.6675,0.6675,1.335
"SKURKA",375,94.67,0,0,3.2,2.13
"SLUSARCZYK",375,96.27,0.533333333333336,0.533333333333336,0.533333333333336,2.13
"SMOLKO",375,98.4,0.399999999999999,0.399999999999999,0.399999999999999,0.399999999999999
"SPAR",375,96.27,1.33,0.535000000000004,1.33,0.535000000000004
"STEINBAUER",375,96.27,0.130000000000003,0.130000000000003,3.47,0
"STEINBOCK",375,97.33,0,0.670000000000002,0.670000000000002,1.33
"STIKA",375,98.67,0,0,0.664999999999999,0.664999999999999
"TRITES",375,96.27,0.600000000000001,0.600000000000001,1.33,1.2
"TRUMM",375,98.93,0.356666666666664,0,0.356666666666664,0.356666666666664
"URBANOWSKI",375,97.6,0.535000000000004,0,1.33,0.535000000000004
"VANKOOTEN",375,98.4,0,0.533333333333331,0.533333333333331,0.533333333333331
"VERWEY",375,95.73,0.399999999999999,0.399999999999999,1.87,1.6
"VESEL",375,99.47,0,0,0.265000000000001,0.265000000000001
"WALLENBERG",375,93.6,1.33,0.135000000000005,2.93,2.00500000000001
"WICKENHEISER",375,97.87,0.532499999999999,0.532499999999999,0,1.065
"WISCOMBE",375,96,0.664999999999999,0,2.67,0.664999999999999
"WITOWSKI",375,96.53,0,1.07,1.33,1.07
"ZACCAGNINO",375,94.4,0,0.534999999999997,2.4,2.665
"ZIZZA",375,98.13,0,0,0.935000000000002,0.935000000000002
"ALBITER",374,4.55,0.399999999999999,0.399999999999999,94.65,0
"AMSTERDAM",374,75.94,18.72,0.260000000000005,1.34,3.74
"ASAMOAH",374,0.713333333333333,93.05,0.713333333333333,0.713333333333333,4.81
"BAHLS",374,96.52,0.62666666666667,0.62666666666667,1.6,0.62666666666667
"BEATSON",374,94.12,0.62333333333333,2.67,0.62333333333333,1.96333333333333
"BIBIANO",374,5.35,0,0.529999999999994,91.18,2.93999999999999
"BIETZ",374,96.79,0,1.34,0.264999999999993,1.60499999999999
"BILBERRY",374,61.76,34.76,0.135000000000005,1.34,2.00500000000001
"BIVIN",374,94.39,1.34,0.890000000000001,0.890000000000001,2.49
"BLASKE",374,96.79,0.536666666666667,0.536666666666667,1.6,0.536666666666667
"BREAKEY",374,96.79,0.669999999999995,0,1.87,0.669999999999995
"BRIGNONI",374,16.84,0.939999999999998,0,81.28,0.939999999999998
"BUAN",374,16.04,0.399999999999999,77.01,1.87,4.68
"BUTTA",374,90.64,1.34,4.81,0.670000000000002,2.54
"CARLOZZI",374,95.45,0.140000000000001,0,1.6,2.81
"CHREST",374,97.59,0.270000000000001,0.270000000000001,1.6,0.270000000000001
"CLAVIER",374,87.43,7.75,0.809999999999995,1.6,2.41
"COLLE",374,92.51,2.67,0.539999999999999,3.74,0.539999999999999
"CORDRY",374,95.19,0.265000000000001,0,0.265000000000001,4.28
"CRONER",374,75.13,21.39,2.14,0.670000000000002,0.670000000000002
"CRUMMIE",374,40.6440644064406,51.8751875187519,0,1.6001600160016,5.88058805880588
"DAGNINO",374,20.05,0,0,79.41,0.540000000000006
"DAVIDE",374,91.18,3.74,0.356666666666664,4.01,0.713333333333329
"DECECCO",374,97.86,0.713333333333333,0,0.713333333333333,0.713333333333333
"DEFREECE",374,80.21,15.51,0.670000000000002,1.6,2.01
"DONITHAN",374,91.98,2.67,0.62333333333333,3.48,1.24666666666666
"DORROH",374,91.71,5.88,0.135000000000005,2.14,0.135000000000005
"DOTTIN",374,4.55,86.36,0.399999999999999,6.42,2.27
"DRAG",374,95.72,0.539999999999999,0.539999999999999,1.6,1.6
"DUBIS",374,97.33,1.6,0.535000000000004,0,0.535000000000004
"FRABOTTA",374,97.86,0.713333333333333,0,0.713333333333333,0.713333333333333
"FURRH",374,95.72,0.359999999999999,0.359999999999999,1.6,1.96
"GERSZEWSKI",374,98.4,0,0.799999999999997,0.799999999999997,0
"GOHIL",374,5.35,0.135000000000005,89.3,0.135000000000005,5.08
"GRIPPE",374,96.79,0.264999999999993,0.264999999999993,1.34,1.34
"GUSEMAN",374,96.52,0.405000000000001,0,2.67,0.405000000000001
"HAGELIN",374,97.86,0,0.713333333333333,0.713333333333333,0.713333333333333
"HANDELAND",374,97.33,0,0,0.130000000000003,2.54
"HEMPEN",374,97.59,0.803333333333332,0.803333333333332,0.803333333333332,0
"HOERIG",374,98.4,0,0.533333333333331,0.533333333333331,0.533333333333331
"KETELHUT",374,95.72,0.399999999999999,0.399999999999999,3.48,0
"KINS",374,72.99,20.86,1.07,2.41,2.67
"KOIS",374,96.52,0,0.670000000000002,2.14,0.670000000000002
"KONYA",374,87.17,0.399999999999999,6.68,2.94,2.81
"KORSMO",374,97.06,0.534999999999997,0,1.87,0.534999999999997
"KOSTRZEWSKI",374,98.13,0.135000000000005,0,0.135000000000005,1.6
"KRAKOWIAK",374,95.72,0,2.67,0.805,0.805
"KURZAWA",374,97.86,0,0,1.07,1.07
"LAMBERG",374,91.98,4.28,0.62333333333333,1.87,1.24666666666666
"LEDDON",374,96.26,0.467499999999998,0.467499999999998,1.87,0.934999999999995
"LOVEL",374,78.88,7.22,2.94,2.94,8.02
"LUGG",374,78.34,19.25,0,0.534999999999997,1.875
"MALADY",374,96.52,0.713333333333333,0,1.34,1.42666666666667
"MARKSBURY",374,97.33,0.890000000000001,0,0.890000000000001,0.890000000000001
"MATHSON",374,95.19,0.446666666666668,0.446666666666668,1.6,2.31666666666667
"MAWBY",374,96.52,0,0.399999999999999,1.34,1.74
"MCMURRIN",374,79.14,12.03,1.21,3.74,3.88
"MCSTAY",374,93.05,0.935000000000002,0.935000000000002,3.21,1.87
"MEEDS",374,90.37,5.88,0.536666666666667,0.536666666666667,2.67666666666667
"MEWS",374,93.58,3.74,0,1.34,1.34
"MOLLINEDO",374,6.95,0,0.269999999999996,92.51,0.269999999999996
"MURESAN",374,93.85,0.535000000000004,0.535000000000004,1.6,3.48
"OSTLING",374,96.52,0.696000000000001,0.696000000000001,0.696000000000001,1.392
"PACIOREK",374,98.4,0,0.533333333333331,0.533333333333331,0.533333333333331
"PANNU",374,1.87,0.805,89.3,0.805,7.22
"PAS",374,66.31,4.01,4.28,23.26,2.14
"PIPPENS",374,8.29,89.3,0.270000000000003,0.270000000000003,1.87
"PORRES",374,10.16,0.713333333333333,0.713333333333333,87.7,0.713333333333333
"PULLIS",374,95.99,0.602500000000003,0.602500000000003,1.6,1.20500000000001
"PYTLIK",374,98.66,0.446666666666668,0.446666666666668,0.446666666666668,0
"RANJEL",374,6.15,0,0,93.85,0
"RANZ",374,94.65,0.713333333333333,0.713333333333333,3.21,0.713333333333333
"REHER",374,97.33,0,0.6675,0.6675,1.335
"REISSIG",374,96.26,0,0.399999999999999,2.94,0.399999999999999
"RINIKER",374,98.13,0,1.6,0.135000000000005,0.135000000000005
"RUCKI",374,98.4,0,0,0.799999999999997,0.799999999999997
"SARIAN",374,73.8,0.535000000000004,15.24,5.61,4.815
"SCHOOL",374,93.05,4.28,0.535000000000004,1.6,0.535000000000004
"SCHOSSOW",374,95.99,0,0.803333333333337,0.803333333333337,2.40333333333334
"SCHWEINSBERG",374,97.33,0,0.890000000000001,0.890000000000001,0.890000000000001
"SENO",374,58.02,3.74,31.02,2.67,4.55
"SITA",374,82.0982098209821,5.61056105610561,4.81048104810481,5.88058805880588,1.6001600160016
"SLIMAN",374,94.65,0,0,2.14,3.21
"SNODDERLY",374,97.86,0,0,0.713333333333333,1.42666666666667
"SOPHA",374,69.52,0.135000000000005,25.13,1.34,3.87500000000001
"STICKA",374,97.33,0,0.6675,0.6675,1.335
"SWANKE",374,98.13,0.135000000000005,0,0.135000000000005,1.6
"TACURI",374,3.74,0.135000000000005,0.135000000000005,95.99,0
"TESSEMA",374,0.62333333333333,85.29,1.34,0.62333333333333,12.1233333333333
"THORNBRUGH",374,88.24,0,0,1.87,9.89
"TOKUDA",374,5.07949205079492,0,88.2311768823118,2.13978602139786,4.54954504549545
"TOTA",374,84.4815518448155,8.55914408559144,3.47965203479652,2.13978602139786,1.33986601339866
"TUMULTY",374,97.33,0.443333333333333,1.34,0.443333333333333,0.443333333333333
"TURMEL",374,94.12,0.8675,0.8675,2.41,1.735
"VANCISE",374,95.19,0,0.399999999999999,2.41,2
"VANGORDON",374,93.05,0,0.800000000000002,4.55,1.6
"VELES",374,5.08,0,2.41,90.64,1.87
"VERDEJA",374,5.61,0,0.405000000000001,93.58,0.405000000000001
"VERGIN",374,85.03,13.37,0.533333333333331,0.533333333333331,0.533333333333331
"VERNOR",374,81.02,13.1,0,3.74,2.14
"WANKO",374,88.24,1.34,0.535000000000004,3.74,6.145
"WEHE",374,94.65,0.536666666666667,0.536666666666667,1.87,2.40666666666667
"WEIDEL",374,93.85,0.400000000000006,0.400000000000006,3.48,1.87
"WIATROWSKI",374,98.13,0,0,0.935000000000002,0.935000000000002
"WILBERS",374,99.47,0.265000000000001,0,0.265000000000001,0
"WILUSZ",374,97.59,0.534999999999997,0,1.34,0.534999999999997
"WINANT",374,95.99,0.26666666666667,0.26666666666667,0.26666666666667,3.21
"WODARSKI",374,95.99,0.446666666666668,0.446666666666668,0.446666666666668,2.67
"WOLFINGTON",374,92.78,2.41,0.265000000000001,2.94,1.605
"WOOLCOTT",374,93.32,0,1.34,4.28,1.06
"WRATHER",374,83.69,14.71,0,0.533333333333331,1.06666666666666
"WUJCIK",374,98.13,0,0.265000000000001,0.265000000000001,1.34
"YAHNER",374,98.4,0.533333333333331,0,0.533333333333331,0.533333333333331
"YUNK",374,96.79,0,1.6,0.536666666666667,1.07333333333333
"ZOZAYA",374,13.9,0,0.269999999999996,85.56,0.269999999999996
"AAKER",373,97.32,0,0.670000000000002,0.670000000000002,1.34
"ANGELICO",373,95.17,0.539999999999999,1.34,2.41,0.539999999999999
"ANSAH",373,2.14,91.96,0.270000000000001,0.270000000000001,5.36
"ASLAN",373,76.41,0,2.95,8.31,12.33
"BANDURA",373,95.71,0.716666666666669,0.716666666666669,2.14,0.716666666666669
"BASNER",373,94.91,0.602499999999999,0.602499999999999,0.602499999999999,3.2825
"BEAUDION",373,47.45,37,0,6.97,8.58
"BINGENHEIMER",373,94.64,0.623333333333335,0.623333333333335,1.88,2.23333333333333
"BOLUS",373,78.82,7.51,12.06,0.536666666666671,1.07333333333334
"BONITZ",373,91.69,0,0.935000000000002,4.83,2.545
"BOROM",373,25.47,69.71,0.135000000000005,2.14,2.54500000000001
"BRYDGES",373,98.12,0.469999999999999,0.469999999999999,0.469999999999999,0.469999999999999
"BYWATERS",373,90.35,5.36,0.405000000000001,2.14,1.745
"CERISE",373,95.17,0.270000000000001,0.270000000000001,1.88,2.41
"CRAIGE",373,70.51,21.98,1.61,3.49,2.41
"CRETSINGER",373,95.44,0.912,0.912,0.912,1.824
"DARGIE",373,94.1,3.49,0.535000000000004,1.34,0.535000000000004
"DARNLEY",373,80.7,13.4,0,2.68,3.22
"DIFFIN",373,95.71,0.737500000000001,0.737500000000001,1.34,1.475
"DUTCHOVER",373,21.45,0.664999999999999,0,75.34,2.545
"EPPERS",373,94.37,0.405000000000001,1.34,1.34,2.545
"FERRAR",373,81.23,4.56,0.269999999999996,11.53,2.41
"FILIPPO",373,95.71,0.737500000000001,0.737500000000001,1.34,1.475
"FORISTER",373,95.98,0,0.536666666666667,0.536666666666667,2.94666666666667
"FORSEY",373,91.69,5.36,0.356666666666669,0.356666666666669,2.23666666666667
"FREKING",373,94.1094109410941,0,2.14021402140214,2.41024102410241,1.34013401340134
"GABOUREL",373,22.52,48.26,0.265000000000001,15.55,13.405
"GALUSKA",373,99.73,0.134999999999998,0,0.134999999999998,0
"GAMER",373,94.64,1.34,1.07,1.88,1.07
"GERLEMAN",373,97.32,0,0.446666666666668,0.446666666666668,1.78666666666667
"GIRT",373,97.59,0.602499999999999,0.602499999999999,0.602499999999999,0.602499999999999
"GORMLY",373,94.1,0.135000000000005,0.135000000000005,1.61,4.02
"GUERINO",373,97.05,0.805,0,0.805,1.34
"GUGLIELMETTI",373,94.91,0,0.399999999999999,2.95,1.74
"GUTERMUTH",373,98.12,0,0.469999999999999,0.469999999999999,0.939999999999998
"HACKATHORN",373,99.2,0.266666666666666,0.266666666666666,0,0.266666666666666
"HOFFACKER",373,94.1,0.135000000000005,1.61,1.34,2.81500000000001
"HUPE",373,95.71,0.716666666666669,0,0.716666666666669,2.85666666666667
"JAGNEAUX",373,95.44,2.41,0,1.34,0.810000000000002
"JONASSON",373,92.49,0.805,3.22,2.68,0.805
"JUNIUS",373,33.78,62.73,1.34,0.716666666666669,1.43333333333334
"KALOUS",373,97.59,0.481999999999999,0.481999999999999,0.481999999999999,0.963999999999999
"KARNOWSKI",373,96.78,0.539999999999999,0,2.14,0.539999999999999
"KEFALAS",373,98.39,0,0.4025,0.4025,0.805
"KESEL",373,96.78,0,0.670000000000002,0.670000000000002,1.88
"KIEPER",373,97.59,0.602499999999999,0.602499999999999,0.602499999999999,0.602499999999999
"KLEINOW",373,97.86,0.535,0,0.535,1.07
"KONIK",373,96.25,0.130000000000003,0.130000000000003,1.61,1.88
"KOOPMANS",373,92.76,0,2.41,0.669999999999995,4.15999999999999
"KOVALCHUK",373,91.96,0,0.135000000000005,0.135000000000005,7.77
"LANSON",373,79.09,17.43,0.533333333333331,1.88,1.06666666666666
"LASSILA",373,96.78,0.269999999999996,0.269999999999996,1.34,1.34
"LEMAITRE",373,72.39,13.94,0.269999999999996,9.38,4.02
"LETTAU",373,97.05,0,0,1.61,1.34
"LITZENBERG",373,96.78,0.644,0.644,0.644,1.288
"LOWING",373,97.59,0.602499999999999,0.602499999999999,0.602499999999999,0.602499999999999
"MABB",373,97.32,0.536000000000001,0.536000000000001,0.536000000000001,1.072
"MACADANGDANG",373,2.68,0.265000000000001,83.38,3.49,10.185
"MARABELLA",373,94.64,0,0.399999999999999,2.95,2.01
"MARKWARD",373,98.93,0,0,0.534999999999997,0.534999999999997
"MCCLELLEN",373,87.67,5.09,2.41,0.939999999999998,3.89
"MCHAM",373,77.75,18.23,0,2.14,1.88
"MEGER",373,96.51,1.34,0,0.716666666666664,1.43333333333333
"MIGA",373,94.64,0.805,1.34,2.41,0.805
"MULLA",373,51.21,0.799999999999997,35.39,1.34,11.26
"MUSHINSKI",373,97.86,0.535,0,0.535,1.07
"MYNES",373,96.51,0.872499999999999,0,0.872499999999999,1.745
"NASTRI",373,93.83,0.469999999999999,0.469999999999999,4.29,0.939999999999998
"NAVALTA",373,16.09,1.34,67.56,7.77,7.24
"NOTH",373,94.1,0.983333333333334,2.95,0.983333333333334,0.983333333333334
"NUTLEY",373,94.1,0.536666666666667,0.536666666666667,2.41,2.41666666666667
"OGBONNA",373,0.399999999999999,94.37,0,0.399999999999999,4.83
"ORTEN",373,95.98,0.399999999999999,0,1.34,2.28
"PARIZO",373,94.64,0.713333333333333,0.713333333333333,0.713333333333333,3.22
"PATMORE",373,96.25,0.713333333333333,0,0.713333333333333,2.32333333333333
"PEROUTKA",373,96.51,0,0.674999999999997,2.14,0.674999999999997
"PETZEL",373,97.59,0,0.265000000000001,1.88,0.265000000000001
"POCASANGRE",373,3.49,0.265000000000001,0,95.98,0.265000000000001
"POPPA",373,98.12,0,0,0.939999999999998,0.939999999999998
"PRZYBYLO",373,96.25,0.534999999999997,0,2.68,0.534999999999997
"QUITERIO",373,31.9,0,0.939999999999998,64.61,2.55
"RADATZ",373,97.59,0.356666666666664,0,1.34,0.713333333333329
"RAFI",373,29.49,5.63,46.92,1.605,16.355
"RAPONE",373,97.32,0,0.670000000000002,0.670000000000002,1.34
"ROXBURY",373,86.06,10.46,0.533333333333331,1.88,1.06666666666666
"RUSEK",373,97.05,0,0.737500000000001,0.737500000000001,1.475
"RYCROFT",373,95.71,0.405000000000001,0,1.34,2.545
"SARASIN",373,93.57,0.535,0.535,4.29,1.07
"SAUSE",373,93.83,1.34,0.405000000000001,1.34,3.085
"SCHOECK",373,97.32,0.536000000000001,0.536000000000001,0.536000000000001,1.072
"SERAFINE",373,95.98,0.446666666666663,0.446666666666663,2.68,0.446666666666663
"SHENOUDA",373,82.84,0.469999999999999,0.469999999999999,0.469999999999999,15.75
"SHKRELI",373,94.9005099490051,0,0,1.60983901609839,3.48965103489651
"SIRKO",373,98.12,0.375999999999999,0.375999999999999,0.375999999999999,0.751999999999998
"SOHNS",373,95.71,0.537500000000001,0.537500000000001,0.537500000000001,2.6775
"SORICH",373,93.03,0,1.61,2.41,2.95
"STARWALT",373,97.59,0.534999999999997,0.534999999999997,0,1.34
"STJULIAN",373,20.64,72.65,0.404999999999994,3.22,3.08499999999999
"STREIFEL",373,91.69,0.713333333333333,0.713333333333333,4.29,2.59333333333333
"TAPER",373,29.76,65.95,0,1.88,2.41
"TATTON",373,90.88,0.405000000000001,2.68,2.68,3.355
"TEVEBAUGH",373,88.74,0.265000000000001,0.265000000000001,1.61,9.12
"THOUSAND",373,86.6,7.24,0.265000000000001,5.63,0.265000000000001
"TLATENCHI",373,0.270000000000003,0.270000000000003,0,99.46,0
"TRIVISONNO",373,94.64,0.623333333333335,0.623333333333335,3.49,0.623333333333335
"TUSZYNSKI",373,98.66,0,0.446666666666668,0.446666666666668,0.446666666666668
"UMBEL",373,96.78,0.4025,0.4025,1.61,0.805
"URBAIN",373,95.98,0.803999999999999,0.803999999999999,0.803999999999999,1.608
"VALERY",373,50.94,39.14,0.134999999999998,5.9,3.885
"VANSICKEL",373,93.3,0,0.983333333333334,3.75,1.96666666666667
"WEHBE",373,76.41,0.536666666666667,0.536666666666667,8.04,14.4766666666667
"WIAND",373,97.86,0.713333333333333,0.713333333333333,0,0.713333333333333
"YENSER",373,97.86,0,0.399999999999999,1.34,0.399999999999999
"ZASKE",373,97.59,0.602499999999999,0.602499999999999,0.602499999999999,0.602499999999999
"ALLISTON",372,94.35,2.42,0.540000000000001,1.61,1.08
"ANDREANO",372,93.82,0.535000000000004,1.88,3.23,0.535000000000004
"ANKENEY",372,97.85,0.270000000000003,0,1.61,0.270000000000003
"ARCIERI",372,94.09,0.534999999999997,0,4.84,0.534999999999997
"BAHADUR",372,5.38,7.8,51.88,2.15,32.79
"BAILIN",372,94.89,0.540000000000001,0.540000000000001,3.49,0.540000000000001
